Fechas,Temp_Int,Temp_Ext
2017-04-04 08:29:12,32.18,34.25
2017-04-04 08:59:19,34.12,34.35
2017-04-04 09:29:25,35.52,34.55
2017-04-04 09:59:32,34.22,34.88
2017-04-04 10:29:40,35.3,35.08
2017-04-04 10:59:47,36.88,35.68
2017-04-04 11:29:54,39.77,37.67
2017-04-04 12:00:02,40.28,39.12
2017-04-04 12:30:09,41.96,39.42
2017-04-04 13:00:16,41.31,40.98
2017-04-04 13:30:23,42.26,39.99
2017-04-04 14:00:30,42.76,40.68
2017-04-04 14:30:37,44.43,41.35
2017-04-04 15:00:44,43.76,42.59
2017-04-04 15:30:51,43.56,41.54
2017-04-04 16:00:59,45.37,41.7
2017-04-04 16:31:06,45.02,42.48
2017-04-04 17:01:13,44.15,40.81
2017-04-04 17:31:20,40.94,41.21
2017-04-04 18:01:27,38.38,40.32
2017-04-04 18:31:34,37.19,38.8
2017-04-04 19:01:41,35.72,37.25
2017-04-04 19:31:48,35.51,36.63
2017-04-04 20:01:55,36.03,36.25
2017-04-04 20:32:03,36.28,36.03
2017-04-04 21:02:10,35.34,35.93
2017-04-04 21:32:17,34.28,35.7
2017-04-04 22:02:24,34.15,35.3
2017-04-04 22:32:31,34.59,35.11
2017-04-04 23:02:39,34.26,34.77
2017-04-04 23:32:46,33.66,34.36
2017-04-05 00:02:53,33.39,34.29
2017-04-05 00:33:00,33.23,33.99
2017-04-05 01:03:07,32.69,33.76
2017-04-05 01:33:15,32.31,33.61
2017-04-05 02:03:22,32.23,33.63
2017-04-05 02:33:29,32,33.69
2017-04-05 03:03:36,32.27,33.65
2017-04-05 03:33:43,32.21,33.61
2017-04-05 04:03:53,32.14,33.56
2017-04-05 04:34:00,31.92,33.59
2017-04-05 05:04:07,31.96,33.63
2017-04-05 05:34:14,31.76,33.52
2017-04-05 06:04:21,31.99,33.49
2017-04-05 06:34:28,31.96,33.45
2017-04-05 07:04:35,31.83,33.56
2017-04-05 07:34:42,32.37,33.75
2017-04-05 08:04:49,32.65,33.42
2017-04-05 08:34:56,34.35,33.53
2017-04-05 09:05:03,35.76,33.78
2017-04-05 09:35:10,36.35,34.78
2017-04-05 10:35:25,39.84,37.45
2017-04-05 11:05:32,41.55,38.24
2017-04-05 11:35:39,42.68,40.03
2017-04-05 12:05:46,44.25,40.36
2017-04-05 12:35:53,45.09,41.38
2017-04-05 13:06:00,45.39,42.25
2017-04-05 13:36:08,45.83,43.39
2017-04-05 14:06:15,45.83,42.8
2017-04-05 14:36:36,47.49,43.54
2017-04-05 15:06:43,47.25,43.28
2017-04-05 15:36:50,49.27,43.61
2017-04-05 16:06:57,50.47,44.07
2017-04-05 16:37:04,45.62,43.11
2017-04-05 17:07:12,43.8,43.11
2017-04-05 17:37:19,41.72,42.1
2017-04-05 18:07:26,39.56,41.06
2017-04-05 18:37:33,38.44,39.8
2017-04-05 19:07:40,36.67,38.63
2017-04-05 19:37:47,36.66,37.94
2017-04-05 20:07:54,36.64,37.21
2017-04-05 20:38:01,35.78,36.51
2017-04-05 21:08:08,35.54,36.15
2017-04-05 21:38:15,34.37,36.19
2017-04-05 22:08:22,35,36.04
2017-04-05 22:38:29,34.73,35.91
2017-04-05 23:08:36,35.16,35.91
2017-04-05 23:38:43,34.97,35.67
2017-04-06 00:08:52,34.64,35.67
2017-04-06 00:38:59,34.18,35.51
2017-04-06 01:09:06,34.08,35.31
2017-04-06 01:39:13,33.7,35.27
2017-04-06 02:09:20,33.57,35.3
2017-04-06 02:39:27,33.29,35.24
2017-04-06 03:09:34,33.24,35.04
2017-04-06 03:39:41,32.44,34.91
2017-04-06 04:09:48,31.87,34.75
2017-04-06 04:39:55,31.53,34.52
2017-04-06 05:10:02,32.45,34.54
2017-04-06 05:40:10,32.06,34.54
2017-04-06 06:10:17,32.66,34.54
2017-04-06 06:40:23,32.38,34.62
2017-04-06 07:10:30,32.9,34.58
2017-04-06 07:40:38,34.09,34.77
2017-04-06 08:10:44,35.2,34.85
2017-04-06 08:40:51,35.11,35.06
2017-04-06 09:10:58,38.02,35.27
2017-04-06 09:41:08,37.01,36.2
2017-04-06 10:11:16,39.92,37.21
2017-04-06 10:41:23,40.15,38.44
2017-04-06 11:11:30,39.81,39.04
2017-04-06 11:41:37,41.61,38.96
2017-04-06 12:11:44,40.09,39.56
2017-04-06 12:41:52,40.45,39.35
2017-04-06 13:11:59,40.33,38.76
2017-04-06 13:42:06,38.64,39.38
2017-04-06 14:12:13,39.47,39.58
2017-04-06 14:42:21,40.92,39.04
2017-04-06 15:12:28,41.15,40.19
2017-04-06 15:42:35,40.77,40.6
2017-04-06 16:12:42,36.64,40.19
2017-04-06 16:42:49,35.71,38.21
2017-04-06 17:12:56,34.56,37.7
2017-04-06 17:43:03,33.23,36.33
2017-04-06 18:13:10,32.95,35.96
2017-04-06 18:43:18,31.5,35.4
2017-04-06 19:13:25,32.58,34.87
2017-04-06 19:43:32,31.76,34.58
2017-04-06 20:13:39,31.62,34.34
2017-04-06 20:43:46,31.84,34.18
2017-04-06 21:13:53,32.1,34.13
2017-04-06 21:44:00,31.1,34.13
2017-04-06 22:14:07,32.21,34.18
2017-04-06 22:44:14,31.69,34.06
2017-04-06 23:14:21,31.7,34.09
2017-04-06 23:44:28,32.18,34.19
2017-04-07 00:14:35,32.06,34.21
2017-04-07 00:44:42,31.73,34.16
2017-04-07 01:14:49,31.56,33.98
2017-04-07 01:44:56,31.94,33.97
2017-04-07 02:15:06,32.18,34.02
2017-04-07 02:45:13,31.7,33.94
2017-04-07 03:15:20,31.96,33.97
2017-04-07 03:45:27,31.55,33.98
2017-04-07 04:15:34,31.5,33.92
2017-04-07 04:45:41,30.93,33.92
2017-04-07 05:15:48,31.11,33.88
2017-04-07 05:45:55,30.56,33.75
2017-04-07 06:16:02,30.76,33.62
2017-04-07 06:46:09,30.66,33.59
2017-04-07 07:16:16,31.13,33.56
2017-04-07 07:46:23,31.04,33.53
2017-04-07 08:16:30,31.05,33.58
2017-04-07 08:46:37,30.64,33.49
2017-04-07 09:16:44,30.71,33.45
2017-04-07 09:46:51,30.77,33.48
2017-04-07 10:16:58,30.93,33.51
2017-04-07 10:47:05,31.5,33.68
2017-04-07 11:17:12,31.6,33.74
2017-04-07 11:47:19,33.36,33.68
2017-04-07 12:17:25,32.6,33.74
2017-04-07 12:47:33,33.22,33.61
2017-04-07 13:17:40,33.91,33.72
2017-04-07 13:47:47,33.64,33.78
2017-04-07 14:17:54,35.52,33.89
2017-04-07 14:48:01,35.78,34.13
2017-04-07 15:18:08,35.19,34.65
2017-04-07 15:48:15,37.32,34.7
2017-04-07 16:18:22,37.34,35.2
2017-04-07 16:48:29,34.5,35.3
2017-04-07 17:18:36,34.72,35.08
2017-04-07 17:48:44,34.12,34.84
2017-04-07 18:18:51,31.94,34.52
2017-04-07 18:48:58,31.52,34.05
2017-04-07 19:19:05,30.57,33.74
2017-04-07 19:49:11,29.68,33.66
2017-04-07 20:19:18,29.89,33.45
2017-04-07 20:49:25,29.68,33.33
2017-04-07 21:19:32,30.05,33.13
2017-04-07 21:49:39,30.27,33.12
2017-04-07 22:19:46,30.4,33.2
2017-04-07 22:49:53,30.57,33.25
2017-04-07 23:20:00,31.13,33.35
2017-04-07 23:50:07,31.13,33.48
2017-04-08 00:20:14,31.14,33.56
2017-04-08 00:50:21,31.33,33.53
2017-04-08 01:20:28,31.36,33.65
2017-04-08 01:50:35,31.08,33.78
2017-04-08 02:20:42,30.91,33.82
2017-04-08 02:50:49,31.17,33.82
2017-04-08 03:20:56,30.93,33.71
2017-04-08 03:51:03,30.25,33.59
2017-04-08 04:21:10,30.73,33.46
2017-04-08 04:51:17,30.59,33.43
2017-04-08 05:21:24,30.57,33.43
2017-04-08 05:51:31,31.15,33.53
2017-04-08 06:21:38,30.6,33.53
2017-04-08 06:51:45,31.17,33.71
2017-04-08 07:21:52,31.52,33.69
2017-04-08 07:52:04,31.05,33.51
2017-04-08 08:22:11,31.92,33.27
2017-04-08 08:52:18,31.92,33.15
2017-04-08 09:22:25,32.4,33.1
2017-04-08 09:52:32,33.91,33.32
2017-04-08 10:22:39,34,33.68
2017-04-08 10:52:46,34.43,33.82
2017-04-08 11:22:53,35.95,33.95
2017-04-08 11:53:00,38.17,34.36
2017-04-08 12:23:08,39.23,34.88
2017-04-08 12:53:15,38.23,35.42
2017-04-08 13:23:22,38.64,35.9
2017-04-08 13:53:30,39.19,36.46
2017-04-08 14:23:37,38.82,36.45
2017-04-08 14:53:44,38.78,36.69
2017-04-08 15:23:51,38.13,36.52
2017-04-08 15:53:58,39.13,36.99
2017-04-08 16:24:05,38.75,37.11
2017-04-08 16:54:16,36.98,36.99
2017-04-08 17:24:23,38.3,37.36
2017-04-08 17:54:30,35.58,36.79
2017-04-08 18:24:38,34.16,35.93
2017-04-08 18:54:45,33.17,35.34
2017-04-08 19:24:52,32.51,34.74
2017-04-08 19:54:59,31.45,34.34
2017-04-08 20:25:07,31.28,33.88
2017-04-08 20:55:13,31.42,33.63
2017-04-08 21:25:22,31.17,33.49
2017-04-08 21:55:29,30.93,33.51
2017-04-08 22:25:36,30.71,33.33
2017-04-08 22:55:43,31.04,33.33
2017-04-08 23:25:50,30.91,33.42
2017-04-08 23:55:57,31.03,33.4
2017-04-09 00:26:04,30.8,33.32
2017-04-09 00:56:10,30.5,33.25
2017-04-09 01:26:17,30.39,33.12
2017-04-09 01:56:24,30.74,33.22
2017-04-09 02:26:32,30.84,33.33
2017-04-09 02:56:39,30.54,33.43
2017-04-09 03:26:46,30.59,33.35
2017-04-09 03:56:53,30.42,33.32
2017-04-09 04:27:00,29.98,33.23
2017-04-09 04:57:07,30.1,33.22
2017-04-09 05:27:14,29.7,33.32
2017-04-09 05:57:21,29.82,33.27
2017-04-09 06:27:28,29.61,33.32
2017-04-09 06:57:35,29.43,32.9
2017-04-09 07:27:43,29.44,32.5
2017-04-09 07:57:50,29.99,32.44
2017-04-09 08:27:57,32.54,32.59
2017-04-09 08:58:03,33.73,32.87
2017-04-09 09:28:10,36.18,33.39
2017-04-09 09:58:18,37.48,33.89
2017-04-09 10:28:25,39.12,34.7
2017-04-09 10:58:32,38.86,35.93
2017-04-09 11:28:39,42.59,36.93
2017-04-09 11:58:46,41.03,38.83
2017-04-09 12:28:54,40.73,38.8
2017-04-09 12:59:01,42.27,39.09
2017-04-09 13:29:08,42.37,39.66
2017-04-09 13:59:15,38.54,39.79
2017-04-09 14:29:22,40.46,37.83
2017-04-09 14:59:29,42.05,38.4
2017-04-09 15:29:36,44.94,40.02
2017-04-09 15:59:43,44.58,41.54
2017-04-09 16:29:50,39.92,40.25
2017-04-09 16:59:57,37.46,37.81
2017-04-09 17:30:04,37.22,36.74
2017-04-09 18:00:12,35.89,36.27
2017-04-09 18:30:19,34.55,35.57
2017-04-09 19:00:26,32.8,34.95
2017-04-09 19:30:33,32.37,34.18
2017-04-09 20:00:40,31.8,33.92
2017-04-09 20:30:47,31.65,33.82
2017-04-09 21:00:54,32.03,33.63
2017-04-09 21:31:01,32.03,33.62
2017-04-09 22:01:09,31.57,33.62
2017-04-09 22:31:16,32.21,33.79
2017-04-09 23:01:23,31.9,33.89
2017-04-09 23:31:30,31.8,33.98
2017-04-10 00:01:37,31.73,34.15
2017-04-10 00:31:44,31.6,34.22
2017-04-10 01:01:51,31.67,34.21
2017-04-10 01:31:58,31.92,34.13
2017-04-10 02:02:05,31.69,33.98
2017-04-10 02:32:12,31.33,33.98
2017-04-10 03:02:19,30.8,33.78
2017-04-10 03:32:26,30.49,33.63
2017-04-10 04:02:33,30.02,33.4
2017-04-10 04:32:40,29.82,33.23
2017-04-10 05:02:47,29.51,33.19
2017-04-10 05:32:54,29.56,33.16
2017-04-10 06:03:01,29.23,32.93
2017-04-10 06:33:08,29,32.9
2017-04-10 07:03:15,29.12,32.6
2017-04-10 07:33:22,29.6,32.42
2017-04-10 08:03:28,30.64,32.57
2017-04-10 08:33:35,32.43,32.8
2017-04-10 09:03:42,35.4,33.2
2017-04-10 09:33:49,36.32,33.71
2017-04-10 10:03:56,38.42,34.28
2017-04-10 10:34:03,38.23,34.9
2017-04-10 11:04:10,40.23,35.86
2017-04-10 11:34:18,42.27,36.75
2017-04-10 12:04:25,43.86,37.81
2017-04-10 12:34:33,43.77,38.6
2017-04-10 13:04:40,43.3,39.29
2017-04-10 13:34:47,44.42,38.43
2017-04-10 14:04:54,41.92,39.1
2017-04-10 14:35:01,44.46,39.03
2017-04-10 15:05:08,44.58,40.32
2017-04-10 15:35:16,46.16,40.81
2017-04-10 16:05:24,44.87,40.42
2017-04-10 16:35:31,42.81,40.25
2017-04-10 17:05:37,40.93,38.56
2017-04-10 17:35:45,38.24,37.72
2017-04-10 18:05:51,37.15,37.26
2017-04-10 18:35:58,34.53,36.69
2017-04-10 19:06:05,33.91,36.06
2017-04-10 19:36:12,33.56,35.54
2017-04-10 20:06:19,32.73,35.13
2017-04-10 20:36:26,32.33,34.78
2017-04-10 21:06:34,32.09,34.44
2017-04-10 21:36:41,31.86,34.26
2017-04-10 22:06:48,32.03,34.23
2017-04-10 22:36:55,32.01,34.23
2017-04-10 23:07:03,31.76,34.28
2017-04-10 23:37:10,31.63,34.38
2017-04-11 00:07:17,31.11,34.39
2017-04-11 00:37:24,30.9,34.36
2017-04-11 01:07:30,30.4,34.34
2017-04-11 01:37:37,30.57,34.22
2017-04-11 02:07:44,30.35,34.19
2017-04-11 02:37:51,29.64,33.95
2017-04-11 03:07:58,29.33,33.78
2017-04-11 03:38:05,29.21,33.68
2017-04-11 04:08:12,29.51,33.53
2017-04-11 04:38:19,29.67,33.43
2017-04-11 05:08:25,29.89,33.48
2017-04-11 05:38:32,29.7,33.36
2017-04-11 06:08:39,29.67,33.22
2017-04-11 06:38:46,29.74,33.19
2017-04-11 07:08:53,29.65,33.1
2017-04-11 07:39:00,31.63,33.02
2017-04-11 08:09:07,33.24,33.22
2017-04-11 08:39:14,35.06,33.62
2017-04-11 09:09:21,35.74,34.29
2017-04-11 09:39:28,36.56,34.74
2017-04-11 10:09:35,38.21,35.29
2017-04-11 10:39:42,37.38,35.73
2017-04-11 11:09:49,41.34,36.49
2017-04-11 11:39:56,42.2,37.24
2017-04-11 12:10:03,43.28,38.1
2017-04-11 12:40:10,45.11,38.21
2017-04-11 13:10:17,44.6,38.53
2017-04-11 13:40:24,44.75,38.2
2017-04-11 14:10:31,44.83,38.87
2017-04-11 14:40:39,44.02,38.92
2017-04-11 15:10:46,44.49,38.43
2017-04-11 15:40:53,39.16,38.99
2017-04-11 16:11:00,40.53,39.28
2017-04-11 16:41:07,37.49,38.7
2017-04-11 17:11:14,37.41,37.13
2017-04-11 17:41:21,36.54,36.51
2017-04-11 18:11:29,36.01,36.07
2017-04-11 18:41:36,35,35.44
2017-04-11 19:11:43,34.01,34.84
2017-04-11 19:41:49,33.54,34.61
2017-04-11 20:11:57,32.61,34.42
2017-04-11 20:42:04,32.53,34.21
2017-04-11 21:12:12,32.16,33.99
2017-04-11 21:42:19,31.79,34.05
2017-04-11 22:12:26,31.94,33.97
2017-04-11 22:42:33,32.13,33.97
2017-04-11 23:12:40,32.1,33.94
2017-04-11 23:42:47,32.11,33.98
2017-04-12 00:12:54,32.03,33.89
2017-04-12 00:43:01,31.89,33.86
2017-04-12 01:13:08,32.1,34.05
2017-04-12 01:43:15,32.51,34.16
2017-04-12 02:13:21,32.26,34.32
2017-04-12 02:43:28,31.66,34.29
2017-04-12 03:13:35,31.29,34.05
2017-04-12 03:43:42,31.15,33.94
2017-04-12 04:13:49,30.8,33.92
2017-04-12 04:43:56,30.7,33.79
2017-04-12 05:14:03,30.33,33.65
2017-04-12 05:44:10,30.1,33.46
2017-04-12 06:14:17,29.98,33.32
2017-04-12 06:44:24,29.95,33.29
2017-04-12 07:14:30,30.56,33.26
2017-04-12 07:44:37,32.3,33.29
2017-04-12 08:14:44,34.43,33.4
2017-04-12 08:44:52,36.47,33.45
2017-04-12 09:14:59,39.02,33.91
2017-04-12 09:45:06,39,34.65
2017-04-12 10:15:12,40.76,35.61
2017-04-12 10:45:19,40.69,36.1
2017-04-12 11:15:26,41.28,36.48
2017-04-12 11:45:34,42.62,37.34
2017-04-12 12:15:41,42.4,38.28
2017-04-12 12:45:48,42.88,38.7
2017-04-12 13:15:55,43.36,38.71
2017-04-12 13:46:02,43.49,38.93
2017-04-12 14:16:09,40.69,39.76
2017-04-12 14:46:18,38.72,40.45
2017-04-12 15:16:25,39.33,39.4
2017-04-12 15:46:32,41.85,39.17
2017-04-12 16:16:39,39.22,39.12
2017-04-12 16:46:46,36.92,38.01
2017-04-12 17:16:53,35.2,36.78
2017-04-12 17:47:00,35.47,36.38
2017-04-12 18:17:07,33.9,36.02
2017-04-12 18:47:14,34.05,35.39
2017-04-12 19:17:21,32.92,34.95
2017-04-12 19:47:28,32.41,34.55
2017-04-12 20:17:35,32.44,34.36
2017-04-12 20:47:43,31.69,34.15
2017-04-12 21:17:50,31.62,34.06
2017-04-12 21:47:57,31.66,34.01
2017-04-12 22:18:04,30.54,34.01
2017-04-12 22:48:11,31.38,33.82
2017-04-12 23:18:18,31.48,33.74
2017-04-12 23:48:24,31.26,33.69
2017-04-13 00:18:31,31.33,33.72
2017-04-13 00:48:38,31.15,33.84
2017-04-13 01:18:45,31.08,33.76
2017-04-13 01:48:52,31.1,33.74
2017-04-13 02:18:59,31.32,33.75
2017-04-13 02:49:06,31.23,33.86
2017-04-13 03:19:13,30.08,33.99
2017-04-13 03:49:20,29.71,34.02
2017-04-13 04:19:26,29.89,33.89
2017-04-13 04:49:33,30.29,33.81
2017-04-13 05:19:40,30.19,33.74
2017-04-13 05:49:47,29.71,33.68
2017-04-13 06:19:54,28.96,33.63
2017-04-13 06:50:01,29.29,33.59
2017-04-13 07:20:08,30.81,33.42
2017-04-13 07:50:15,32.36,33.32
2017-04-13 08:20:22,34.2,33.26
2017-04-13 08:50:29,36.32,33.51
2017-04-13 09:20:36,38.17,34.02
2017-04-13 09:50:43,39.89,34.77
2017-04-13 10:20:50,40.52,35.64
2017-04-13 10:50:57,40.69,36.29
2017-04-13 11:21:04,41.93,36.76
2017-04-13 11:51:11,43.12,37.78
2017-04-13 12:21:18,43.42,37.9
2017-04-13 12:51:25,43.06,37.83
2017-04-13 13:21:33,40.33,37.84
2017-04-13 13:51:40,42.81,36.95
2017-04-13 14:21:47,40.63,38.43
2017-04-13 14:51:56,41.19,38.32
2017-04-13 15:22:03,39.32,37.68
2017-04-13 15:52:10,36.57,37.49
2017-04-13 16:22:17,36.66,36.58
2017-04-13 16:52:24,36.01,36.16
2017-04-13 17:22:31,35.55,35.9
2017-04-13 17:52:38,34.57,35.47
2017-04-13 18:22:45,33.71,34.98
2017-04-13 18:52:52,32.69,34.72
2017-04-13 19:22:58,31.55,34.61
2017-04-13 19:53:06,31.96,34.38
2017-04-13 20:23:13,31.65,34.15
2017-04-13 20:53:20,30.87,33.99
2017-04-13 21:23:28,31.36,33.92
2017-04-13 21:53:35,31.69,33.89
2017-04-13 22:23:41,31.31,33.86
2017-04-13 22:53:48,30.91,33.76
2017-04-13 23:23:55,31.21,33.68
2017-04-13 23:54:02,31.57,33.75
2017-04-14 00:24:09,31.32,33.76
2017-04-14 00:54:16,31.59,33.78
2017-04-14 01:24:23,32.14,33.85
2017-04-14 01:54:30,32.38,34.09
2017-04-14 02:24:37,32.37,34.25
2017-04-14 02:54:44,32.04,34.35
2017-04-14 03:24:51,32.4,34.47
2017-04-14 03:54:58,32.1,34.41
2017-04-14 04:25:05,31.77,34.25
2017-04-14 04:55:12,31.42,34.19
2017-04-14 05:25:19,31.23,34.15
2017-04-14 05:55:26,31.43,33.97
2017-04-14 06:25:33,31.53,33.99
2017-04-14 06:55:40,31.59,33.89
2017-04-14 07:25:47,32.11,33.75
2017-04-14 07:55:54,32.68,33.78
2017-04-14 08:26:01,32.92,33.82
2017-04-14 08:56:08,34.43,34.01
2017-04-14 09:26:15,35.14,34.15
2017-04-14 09:56:24,36.76,34.41
2017-04-14 10:26:31,38.28,34.77
2017-04-14 10:56:38,39.79,35.36
2017-04-14 11:26:45,41.21,35.9
2017-04-14 11:56:52,41.03,36.53
2017-04-14 12:26:59,40.93,37.12
2017-04-14 12:57:06,43.72,37.34
2017-04-14 13:27:13,41.46,37.85
2017-04-14 13:57:20,40.77,37.11
2017-04-14 14:27:27,41.07,37.03
2017-04-14 14:57:34,40.8,37.06
2017-04-14 15:27:41,43.18,37.35
2017-04-14 15:57:48,40.76,39
2017-04-14 16:27:55,38.35,38.43
2017-04-14 16:58:02,38.02,36.93
2017-04-14 17:28:09,37.92,36.81
2017-04-14 17:58:17,35.32,36.35
2017-04-14 18:28:23,32.3,35.61
2017-04-14 18:58:30,31.4,34.97
2017-04-14 19:28:38,28.55,34.36
2017-04-14 19:58:44,29.56,33.88
2017-04-14 20:28:51,29.7,33.76
2017-04-14 20:58:58,30.87,33.86
2017-04-14 21:29:06,31.36,34.09
2017-04-14 21:59:13,31.26,34.12
2017-04-14 22:29:20,31.23,34.06
2017-04-14 22:59:27,31.32,34.13
2017-04-14 23:29:33,31.33,34.01
2017-04-14 23:59:40,31.17,33.97
